district_id,state,district_num,geoid,party_control,rep_name,rep_party,first_elected,tenure_years,pvi,cook_rating,baseline_win_prob_r,incumbent_running,is_open_seat,mode,fec_raised_r_2024,fec_spent_r_2024,fec_raised_d_2024,fec_spent_d_2024,fec_outside_2024,fec_raised_r_2022,fec_spent_r_2022,fec_raised_d_2022,fec_spent_d_2022,fec_raised_r_2026,fec_spent_r_2026,fec_raised_d_2026,fec_spent_d_2026,hist_cost_to_compete,incremental_cost,pop_total,vap,median_income,pct_white,pct_black,pct_hispanic,pct_asian,pct_ba_plus,pct_urban,civic_election_id,civic_candidates_json,notes,data_source_flags
PA-02,PA,2,4202,R,Thomas Taylor,R,2011,15.0,1.8,Tilt R,,True,False,defend,5576444.0,4582270.0,4785799.0,4686159.0,2611318.0,6076500.0,4737955.0,3304765.0,3182188.0,1197666.0,1749799.0,1963052.0,1067513.0,5179049.0,,761266,603312,105942.0,0.8105,0.0293,0.1372,0.0231,0.3393,0.4772,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Thomas Taylor"", ""party"": ""R""}, {""name"": ""Richard Nguyen"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-03,PA,3,4203,D,Sarah Moore,D,2009,17.0,-0.1,Toss-up,,False,False,attack,10807762.0,10192566.0,13455824.0,10627323.0,2631736.0,9382643.0,7874467.0,8173989.0,7514305.0,5822045.0,3405484.0,4623823.0,3953929.0,12704414.0,,716661,560699,82085.0,0.712,0.0777,0.1647,0.0456,0.3729,0.8017,,"{""office"": ""U.S. Representative, District 03"", ""candidates"": [{""name"": ""Sarah Moore"", ""party"": ""D""}, {""name"": ""Karen Allen"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-04,PA,4,4204,D,Christopher Jackson,D,2012,14.0,-2.8,Tilt D,,True,False,attack,8684157.0,8129462.0,10656076.0,9700260.0,13056083.0,7489054.0,5896678.0,11227492.0,9703905.0,3619990.0,703564.0,2237592.0,2559534.0,9395485.0,,746303,597054,85448.0,0.7417,0.1437,0.0641,0.0505,0.478,0.6278,,"{""office"": ""U.S. Representative, District 04"", ""candidates"": [{""name"": ""Christopher Jackson"", ""party"": ""D""}, {""name"": ""Richard Garcia"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-05,PA,5,4205,D,Karen Martin,D,2017,9.0,-15.1,Solid D,,True,False,safe,4244505.0,4103813.0,5731796.0,5014212.0,1815181.0,4615830.0,3793497.0,5648780.0,4332613.0,1017809.0,327411.0,1150256.0,567763.0,3128568.0,,744851,596373,39730.0,0.7268,0.071,0.1666,0.0356,0.1949,0.15,,"{""office"": ""U.S. Representative, District 05"", ""candidates"": [{""name"": ""Karen Martin"", ""party"": ""D""}, {""name"": ""Donna Smith"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-06,PA,6,4206,D,OPEN SEAT,,,0.0,-5.0,Lean D,,False,True,attack,7510656.0,7223686.0,10906496.0,8201146.0,2271500.0,7809308.0,6606052.0,7125039.0,6451525.0,2556929.0,2397886.0,1828298.0,1658248.0,8379804.0,,746686,573723,70254.0,0.6534,0.1166,0.2036,0.0264,0.1462,0.9136,,"{""office"": ""U.S. Representative, District 06"", ""candidates"": [{""name"": ""Mark Lee"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-07,PA,7,4207,R,Daniel Lee,R,2005,21.0,15.1,Solid R,,True,False,safe,3925595.0,3024463.0,2372439.0,2178954.0,706181.0,3455947.0,3117316.0,1868400.0,1776473.0,1546074.0,446753.0,402523.0,150375.0,1975064.0,,792775,613545,76232.0,0.6814,0.1855,0.0542,0.0789,0.3417,0.6985,,"{""office"": ""U.S. Representative, District 07"", ""candidates"": [{""name"": ""Daniel Lee"", ""party"": ""R""}, {""name"": ""Sandra Ramirez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-08,PA,8,4208,R,Lisa Perez,R,2011,15.0,8.3,Likely R,,True,False,defend,5190759.0,4503782.0,2882288.0,2297986.0,1431311.0,3905565.0,3251204.0,2408839.0,1811773.0,1645187.0,263849.0,1083758.0,752878.0,3300262.0,,721603,519586,67667.0,0.6831,0.0381,0.2175,0.0613,0.3827,0.3778,,"{""office"": ""U.S. Representative, District 08"", ""candidates"": [{""name"": ""Lisa Perez"", ""party"": ""R""}, {""name"": ""John Thompson"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-09,PA,9,4209,R,Matthew Thompson,R,2009,17.0,9.8,Likely R,,True,False,defend,8216889.0,7713962.0,6156414.0,4868127.0,2703223.0,7654082.0,6446631.0,5871318.0,4807949.0,1243567.0,991390.0,1754956.0,887062.0,5573967.0,,697727,553966,101162.0,0.6713,0.1414,0.1717,0.0156,0.3124,0.7155,,"{""office"": ""U.S. Representative, District 09"", ""candidates"": [{""name"": ""Matthew Thompson"", ""party"": ""R""}, {""name"": ""Margaret Martinez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-10,PA,10,4210,R,OPEN SEAT,,,0.0,6.2,Likely R,,False,True,defend,5046342.0,4277284.0,5608744.0,4816901.0,2450502.0,5021639.0,4679181.0,6119593.0,4903912.0,2162897.0,1541811.0,2195707.0,876353.0,4669059.0,,786768,591320,71843.0,0.6832,0.0723,0.1689,0.0755,0.2545,0.861,,"{""office"": ""U.S. Representative, District 10"", ""candidates"": [{""name"": ""Joshua King"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-11,PA,11,4211,D,Nancy White,D,2010,16.0,-7.8,Likely D,,True,False,attack,4037866.0,3646666.0,7619522.0,7010603.0,2999540.0,3778036.0,3340209.0,7787847.0,7609470.0,1001389.0,895976.0,3005019.0,1636156.0,4847142.0,,791953,645872,50746.0,0.7951,0.0536,0.0733,0.0781,0.3187,0.9171,,"{""office"": ""U.S. Representative, District 11"", ""candidates"": [{""name"": ""Nancy White"", ""party"": ""D""}, {""name"": ""Sarah Allen"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-12,PA,12,4212,D,Anthony Harris,D,2005,21.0,-6.0,Likely D,,True,False,attack,3359199.0,2521738.0,3428775.0,2757613.0,1253000.0,2060146.0,1720865.0,2894796.0,2762728.0,1025030.0,1019706.0,1276345.0,179271.0,2993496.0,,771162,632279,44071.0,0.6257,0.1641,0.1741,0.0361,0.2937,0.9222,,"{""office"": ""U.S. Representative, District 12"", ""candidates"": [{""name"": ""Anthony Harris"", ""party"": ""D""}, {""name"": ""Matthew Wilson"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-13,PA,13,4213,R,Betty Sanchez,R,2008,18.0,8.5,Likely R,,True,False,defend,8797408.0,7974543.0,7994037.0,6887803.0,6038575.0,8674355.0,7850751.0,8696311.0,7941224.0,4216773.0,1866958.0,1817135.0,2029624.0,6817327.0,,789707,643787,113473.0,0.6759,0.1629,0.1103,0.0509,0.1906,0.8395,,"{""office"": ""U.S. Representative, District 13"", ""candidates"": [{""name"": ""Betty Sanchez"", ""party"": ""R""}, {""name"": ""James Martinez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-14,PA,14,4214,D,Mark Clark,D,2013,13.0,-13.1,Solid D,,True,False,safe,3586686.0,2944280.0,5550855.0,4974325.0,1973816.0,2573756.0,2015075.0,3384780.0,2689037.0,1518181.0,1183841.0,2112177.0,1223097.0,3121384.0,,761411,566832,74153.0,0.6251,0.1494,0.1741,0.0514,0.3498,0.7506,,"{""office"": ""U.S. Representative, District 14"", ""candidates"": [{""name"": ""Mark Clark"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-15,PA,15,4215,R,OPEN SEAT,,,0.0,1.7,Tilt R,,False,True,defend,8625765.0,7083690.0,6446333.0,6266506.0,5121277.0,9175328.0,7057843.0,4360401.0,3288195.0,3796226.0,875101.0,1451230.0,1141917.0,7554135.0,,704478,542867,54668.0,0.7656,0.0574,0.1512,0.0258,0.2634,0.7064,,"{""office"": ""U.S. Representative, District 15"", ""candidates"": [{""name"": ""Margaret Lee"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-16,PA,16,4216,R,Margaret Ramirez,R,2012,14.0,-0.8,Toss-up,,True,False,defend,7978707.0,7539910.0,8080429.0,6216074.0,2286742.0,5915613.0,4810679.0,6845622.0,5883342.0,4054106.0,2290078.0,1850845.0,1305990.0,8251185.0,,745361,558850,87674.0,0.6215,0.0616,0.2371,0.0799,0.2494,0.8996,,"{""office"": ""U.S. Representative, District 16"", ""candidates"": [{""name"": ""Margaret Ramirez"", ""party"": ""R""}, {""name"": ""Margaret Johnson"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
PA-17,PA,17,4217,D,Donald Lewis,D,2023,3.0,-1.3,Toss-up,,True,False,attack,6423180.0,5108388.0,11152182.0,10662750.0,13025584.0,4659583.0,3550145.0,11498786.0,10728617.0,2622498.0,824935.0,4506178.0,988005.0,8907193.0,,816519,619239,42557.0,0.8026,0.0982,0.0703,0.0288,0.3515,0.6907,,"{""office"": ""U.S. Representative, District 17"", ""candidates"": [{""name"": ""Donald Lewis"", ""party"": ""D""}, {""name"": ""Sarah Moore"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
RI-01,RI,1,4401,R,Sandra Robinson,R,2009,17.0,-0.7,Toss-up,,True,False,defend,9454577.0,8285581.0,7226125.0,6720468.0,2964100.0,7299673.0,6158787.0,6850399.0,6586035.0,2067141.0,647242.0,2972733.0,1650164.0,8593898.0,,813511,639460,46798.0,0.7229,0.081,0.182,0.0141,0.388,0.5454,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""Sandra Robinson"", ""party"": ""R""}, {""name"": ""Lisa Young"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
RI-02,RI,2,4402,R,Steven Walker,R,2007,19.0,4.3,Lean R,,True,False,defend,8707958.0,8384249.0,5654407.0,4856516.0,2310574.0,9413937.0,8734009.0,5237360.0,4220904.0,4241895.0,1969246.0,1739506.0,1226526.0,6675627.0,,692490,506172,64974.0,0.7158,0.1369,0.1321,0.0152,0.3874,0.8213,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Steven Walker"", ""party"": ""R""}, {""name"": ""Thomas Hill"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
SC-01,SC,1,4501,R,Ashley Young,R,2005,21.0,9.0,Likely R,,False,False,defend,9510166.0,8258032.0,6025797.0,5106021.0,3415389.0,6053540.0,5679021.0,6039859.0,5471057.0,4369694.0,1676882.0,1534017.0,458319.0,6198849.0,,694074,558234,71364.0,0.5833,0.2509,0.0969,0.0688,0.2782,0.563,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""Ashley Young"", ""party"": ""R""}, {""name"": ""Christopher Thompson"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
SC-02,SC,2,4502,R,Paul Allen,R,2007,19.0,2.3,Tilt R,,True,False,defend,10589779.0,10072294.0,9322663.0,8689297.0,6378344.0,7089349.0,5510454.0,8266962.0,6910138.0,5545167.0,3544687.0,4261840.0,1037884.0,9812852.0,,746047,541871,39085.0,0.4543,0.3059,0.1969,0.0429,0.12,0.6124,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Paul Allen"", ""party"": ""R""}, {""name"": ""Sarah Walker"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
SC-03,SC,3,4503,R,Kimberly King,R,2014,12.0,21.5,Solid R,,True,False,safe,2094015.0,1876065.0,1881954.0,1686806.0,91113.0,2261085.0,2199738.0,1860908.0,1777800.0,772928.0,299060.0,807776.0,564609.0,904533.0,,765937,588711,47562.0,0.3954,0.4318,0.1197,0.0531,0.132,0.2028,,"{""office"": ""U.S. Representative, District 03"", ""candidates"": [{""name"": ""Kimberly King"", ""party"": ""R""}, {""name"": ""Ashley Flores"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
SC-04,SC,4,4504,R,Andrew Wright,R,2007,19.0,11.7,Solid R,,True,False,defend,6088058.0,5655331.0,3784054.0,3032223.0,2639995.0,4357248.0,3563532.0,3641839.0,2756656.0,1351118.0,491782.0,864176.0,1092386.0,3565807.0,,731759,559387,62358.0,0.6883,0.0848,0.1921,0.0348,0.336,0.7887,,"{""office"": ""U.S. Representative, District 04"", ""candidates"": [{""name"": ""Andrew Wright"", ""party"": ""R""}, {""name"": ""Matthew Flores"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
SC-05,SC,5,4505,R,Emily Scott,R,2006,20.0,1.9,Tilt R,,True,False,defend,9207981.0,8550270.0,8238728.0,6389673.0,7475638.0,7821372.0,6954107.0,8366640.0,7965207.0,4501281.0,2571636.0,2579362.0,763522.0,8695440.0,,753103,603553,102875.0,0.3998,0.3441,0.2055,0.0507,0.12,0.3169,,"{""office"": ""U.S. Representative, District 05"", ""candidates"": [{""name"": ""Emily Scott"", ""party"": ""R""}, {""name"": ""Donald Rodriguez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
SC-06,SC,6,4506,D,Joshua Torres,D,2019,7.0,3.9,Lean R,,False,False,attack,7589347.0,7434981.0,10382034.0,9505427.0,7003738.0,6204218.0,5761929.0,8811803.0,8425912.0,2714876.0,459802.0,4503294.0,3585755.0,8453738.0,,761540,561709,77296.0,0.6365,0.1576,0.1572,0.0488,0.3825,0.8787,,"{""office"": ""U.S. Representative, District 06"", ""candidates"": [{""name"": ""Joshua Torres"", ""party"": ""D""}, {""name"": ""Sarah Flores"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
SC-07,SC,7,4507,R,Donna Nguyen,R,2022,4.0,8.9,Likely R,,True,False,defend,7465524.0,6399241.0,7133592.0,6727848.0,3815457.0,7426921.0,7158474.0,4378766.0,4190952.0,1673136.0,1910054.0,1682457.0,2118615.0,5845486.0,,740760,593982,81030.0,0.5013,0.2604,0.1902,0.0482,0.2896,0.3702,,"{""office"": ""U.S. Representative, District 07"", ""candidates"": [{""name"": ""Donna Nguyen"", ""party"": ""R""}, {""name"": ""Kimberly Sanchez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
SD-00,SD,0,4600,R,Kenneth Hill,R,2014,12.0,16.6,Solid R,,True,False,safe,5613207.0,5331807.0,3154226.0,2900890.0,579906.0,4216325.0,3191554.0,2559419.0,2022824.0,2947452.0,1655261.0,1133094.0,1074437.0,2565351.0,,745845,580683,92176.0,0.7855,0.0774,0.0614,0.0757,0.2711,0.8344,,"{""office"": ""U.S. Representative, District 00"", ""candidates"": [{""name"": ""Kenneth Hill"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TN-01,TN,1,4701,R,Michelle Flores,R,2009,17.0,10.3,Solid R,,True,False,defend,6918807.0,6373503.0,5722170.0,5247995.0,2395322.0,6207925.0,5162888.0,3608838.0,3501186.0,1326557.0,726088.0,1842627.0,770374.0,4813684.0,,812217,629475,62038.0,0.7536,0.0689,0.146,0.0316,0.3424,0.15,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""Michelle Flores"", ""party"": ""R""}, {""name"": ""Betty Williams"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TN-02,TN,2,4702,R,James Smith,R,2023,3.0,15.1,Solid R,,True,False,safe,4504048.0,4110072.0,2574755.0,1963471.0,1819586.0,3407067.0,2952155.0,2425973.0,2072046.0,1433208.0,1044890.0,1132458.0,820814.0,2219913.0,,769455,579372,53636.0,0.815,0.0773,0.0462,0.0615,0.2808,0.5527,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""James Smith"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TN-03,TN,3,4703,R,Mary Johnson,R,2021,5.0,11.1,Solid R,,True,False,defend,5316096.0,4271512.0,4745901.0,4100843.0,1786839.0,3987098.0,3705125.0,3341240.0,2587248.0,2619778.0,1489576.0,2347064.0,1511560.0,3718914.0,,777723,602410,55380.0,0.8724,0.027,0.0862,0.0145,0.5056,0.733,,"{""office"": ""U.S. Representative, District 03"", ""candidates"": [{""name"": ""Mary Johnson"", ""party"": ""R""}, {""name"": ""Elizabeth Thompson"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TN-04,TN,4,4704,R,Robert Williams,R,2020,6.0,2.3,Tilt R,,True,False,defend,5587264.0,4220854.0,5527091.0,5174342.0,7240763.0,4648174.0,4245572.0,5205260.0,4617435.0,2306464.0,1372604.0,2888911.0,1875296.0,5477154.0,,697852,569595,77739.0,0.7533,0.1456,0.0892,0.0119,0.2449,0.99,,"{""office"": ""U.S. Representative, District 04"", ""candidates"": [{""name"": ""Robert Williams"", ""party"": ""R""}, {""name"": ""Sandra Ramirez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TN-05,TN,5,4705,R,Patricia Brown,R,2006,20.0,21.6,Solid R,,True,False,safe,2673650.0,2384941.0,2116100.0,1770505.0,479094.0,2097197.0,1891094.0,1582467.0,1525063.0,908413.0,498329.0,1110732.0,715109.0,1089668.0,,690134,509466,73814.0,0.6079,0.1743,0.1419,0.0759,0.3727,0.8519,,"{""office"": ""U.S. Representative, District 05"", ""candidates"": [{""name"": ""Patricia Brown"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TN-06,TN,6,4706,R,John Jones,R,2009,17.0,24.0,Solid R,,True,False,safe,2682874.0,2594798.0,1667617.0,1481953.0,225990.0,2624813.0,2301315.0,1770179.0,1688421.0,1382054.0,456160.0,655748.0,223062.0,989737.0,,717338,586093,92329.0,0.6054,0.1182,0.2281,0.0483,0.2556,0.15,,"{""office"": ""U.S. Representative, District 06"", ""candidates"": [{""name"": ""John Jones"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TN-07,TN,7,4707,R,Jennifer Garcia,R,2023,3.0,20.3,Solid R,,True,False,safe,2210541.0,2046266.0,1617109.0,1414808.0,574390.0,1480558.0,1383803.0,1545521.0,1173713.0,1109051.0,752844.0,722625.0,139029.0,921698.0,,765171,567882,113764.0,0.7188,0.1941,0.0566,0.0304,0.5356,0.8819,,"{""office"": ""U.S. Representative, District 07"", ""candidates"": [{""name"": ""Jennifer Garcia"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TN-08,TN,8,4708,R,Michael Miller,R,2004,22.0,19.2,Solid R,,True,False,safe,3735882.0,3226055.0,2701832.0,2608484.0,477168.0,2780460.0,2253646.0,2938268.0,2876161.0,1353402.0,1154219.0,1389884.0,555336.0,1649342.0,,804923,625506,48067.0,0.7526,0.0901,0.1365,0.0208,0.3865,0.3537,,"{""office"": ""U.S. Representative, District 08"", ""candidates"": [{""name"": ""Michael Miller"", ""party"": ""R""}, {""name"": ""Kenneth King"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TN-09,TN,9,4709,R,Linda Davis,R,2014,12.0,4.3,Lean R,,True,False,defend,6717266.0,6483902.0,4331544.0,3329942.0,3411091.0,6082327.0,5368583.0,4341917.0,3486386.0,1762644.0,782922.0,1247806.0,1384152.0,5135487.0,,815405,659376,105522.0,0.7714,0.0814,0.1186,0.0285,0.1717,0.8495,,"{""office"": ""U.S. Representative, District 09"", ""candidates"": [{""name"": ""Linda Davis"", ""party"": ""R""}, {""name"": ""Patricia Hernandez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TX-01,TX,1,4801,R,David Rodriguez,R,2006,20.0,2.1,Tilt R,,True,False,defend,7842650.0,6879043.0,4745731.0,3818332.0,5972702.0,5030567.0,4206400.0,4081428.0,3101514.0,3736432.0,514179.0,1988082.0,460413.0,6238801.0,,803343,596712,91065.0,0.3372,0.1293,0.4736,0.0599,0.218,0.8917,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""David Rodriguez"", ""party"": ""R""}, {""name"": ""Sarah White"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TX-02,TX,2,4802,R,Elizabeth Martinez,R,2022,4.0,5.7,Lean R,,True,False,defend,9025943.0,8173575.0,8987464.0,6900158.0,10501620.0,7446950.0,6125101.0,7318689.0,6085396.0,2158438.0,680565.0,4188326.0,1097792.0,8019569.0,,769640,581985,74134.0,0.5355,0.1081,0.338,0.0183,0.3982,0.3535,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Elizabeth Martinez"", ""party"": ""R""}, {""name"": ""Patricia Thompson"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TX-03,TX,3,4803,R,William Hernandez,R,2014,12.0,0.3,Toss-up,,True,False,defend,7553260.0,5726401.0,6257007.0,5996394.0,10464551.0,5636437.0,4466924.0,5997760.0,4864356.0,1702679.0,2008113.0,1564274.0,2061277.0,7192387.0,,807818,583702,97006.0,0.6106,0.1323,0.238,0.0191,0.2743,0.2349,,"{""office"": ""U.S. Representative, District 03"", ""candidates"": [{""name"": ""William Hernandez"", ""party"": ""R""}, {""name"": ""Paul Rodriguez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TX-04,TX,4,4804,D,Barbara Lopez,D,2012,14.0,3.5,Lean R,,True,False,attack,3257902.0,2819342.0,4365586.0,3495749.0,2007246.0,3513053.0,2964568.0,3886399.0,3019641.0,1349804.0,741659.0,1785914.0,1018218.0,3628780.0,,792427,610806,76945.0,0.4237,0.14,0.3574,0.0789,0.2806,0.3016,,"{""office"": ""U.S. Representative, District 04"", ""candidates"": [{""name"": ""Barbara Lopez"", ""party"": ""D""}, {""name"": ""David Nguyen"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TX-05,TX,5,4805,R,Richard Gonzalez,R,2021,5.0,0.2,Toss-up,,True,False,defend,4617065.0,3857302.0,3642208.0,3275415.0,1472647.0,3943905.0,3394157.0,3360816.0,2595220.0,1151097.0,637165.0,1591767.0,918679.0,4312992.0,,776865,622418,92392.0,0.5731,0.1234,0.2367,0.0668,0.2431,0.8369,,"{""office"": ""U.S. Representative, District 05"", ""candidates"": [{""name"": ""Richard Gonzalez"", ""party"": ""R""}, {""name"": ""Paul Walker"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TX-06,TX,6,4806,D,Susan Wilson,D,2007,19.0,-0.7,Toss-up,,True,False,attack,6946030.0,5529016.0,8932661.0,7673715.0,1913311.0,4644041.0,3727996.0,8899755.0,7398830.0,2396741.0,908756.0,3343089.0,2800607.0,8180702.0,,766929,558213,105087.0,0.4162,0.1294,0.3835,0.0709,0.5449,0.8754,,"{""office"": ""U.S. Representative, District 06"", ""candidates"": [{""name"": ""Susan Wilson"", ""party"": ""D""}, {""name"": ""Susan Martinez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TX-07,TX,7,4807,R,Joseph Anderson,R,2017,9.0,-1.1,Toss-up,,True,False,defend,3449242.0,2812802.0,2828168.0,2746483.0,4838327.0,2621032.0,2227464.0,3052168.0,2449580.0,1669230.0,546311.0,609245.0,609420.0,3198968.0,,778882,576666,68848.0,0.6925,0.0787,0.2089,0.02,0.456,0.8051,,"{""office"": ""U.S. Representative, District 07"", ""candidates"": [{""name"": ""Joseph Anderson"", ""party"": ""R""}, {""name"": ""Margaret Wright"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TX-08,TX,8,4808,R,Jessica Thomas,R,2018,8.0,24.9,Solid R,,True,False,safe,3025036.0,2511394.0,2211903.0,1666077.0,429414.0,3308714.0,2670057.0,2387932.0,1983948.0,858991.0,615743.0,1092503.0,209726.0,1191404.0,,803898,647045,75912.0,0.345,0.1212,0.5034,0.0304,0.4532,0.8223,,"{""office"": ""U.S. Representative, District 08"", ""candidates"": [{""name"": ""Jessica Thomas"", ""party"": ""R""}, {""name"": ""Donna Rodriguez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TX-09,TX,9,4809,D,OPEN SEAT,,,0.0,-2.9,Tilt D,,False,True,attack,10377358.0,9539939.0,11823561.0,9023353.0,6859284.0,11189430.0,10880607.0,9536068.0,7269654.0,3293270.0,644636.0,2467120.0,2231791.0,10754125.0,,815592,595891,78181.0,0.6886,0.0623,0.2034,0.0458,0.4504,0.8158,,"{""office"": ""U.S. Representative, District 09"", ""candidates"": [{""name"": ""Thomas King"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TX-10,TX,10,4810,R,Thomas Taylor,R,2014,12.0,-0.3,Toss-up,,True,False,defend,12264648.0,10882601.0,11104132.0,9062297.0,11679428.0,9236036.0,7335887.0,10146579.0,8680804.0,4456935.0,1840836.0,2783587.0,1022269.0,12170461.0,,778291,573732,87843.0,0.3151,0.1248,0.4911,0.069,0.3162,0.6825,,"{""office"": ""U.S. Representative, District 10"", ""candidates"": [{""name"": ""Thomas Taylor"", ""party"": ""R""}, {""name"": ""Joshua Garcia"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
TX-11,TX,11,4811,R,Sarah Moore,R,2010,16.0,-2.8,Tilt D,,True,False,defend,8336727.0,6612945.0,5787406.0,4547143.0,1857325.0,8633071.0,8102284.0,5439541.0,4774497.0,4408932.0,2291315.0,2647769.0,1173209.0,6861504.0,,808242,639832,69176.0,0.4961,0.1866,0.2485,0.0688,0.3715,0.9366,,"{""office"": ""U.S. Representative, District 11"", ""candidates"": [{""name"": ""Sarah Moore"", ""party"": ""R""}, {""name"": ""Kimberly Gonzalez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
